model,MSE,Pearson R,F1,AUC,adjustedDI,Dataset,DV,fullN,Metric,Value,finetune,num_demos
RoBERTa,0.02933951668288205,0.84161741770051,0.8591342278697074,0.9394962653742812,TRUE,AskAPatient,AskAPatient,FALSE,DI_Gender,0.953152500129706,PT,1
RoBERTa,0.02933951668288205,0.84161741770051,0.8591342278697074,0.9394962653742812,TRUE,AskAPatient,AskAPatient,FALSE,DI_Age_Gender,0.989465308072107,PT,2
RoBERTa,0.02933951668288205,0.84161741770051,0.8591342278697074,0.9394962653742812,TRUE,AskAPatient,AskAPatient,FALSE,FV_Gender,0.0163164892741279,PT,1
RoBERTa,0.02933951668288205,0.84161741770051,0.8591342278697074,0.9394962653742812,TRUE,AskAPatient,AskAPatient,FALSE,FV_Age_Gender,0.138525355271591,PT,2
BERT,0,0,0.9416641989931892,0.9437294257925746,FALSE,Hatespeech,Hatespeech,FALSE,DI_Gender,0.906335214855461,PT,1
BERT,0,0,0.9416641989931892,0.9437294257925746,FALSE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender,0.764275450007563,PT,2
BERT,0,0,0.9416641989931892,0.9437294257925746,FALSE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender_Race,0.702857448080483,PT,3
BERT,0,0,0.9416641989931892,0.9437294257925746,FALSE,Hatespeech,Hatespeech,FALSE,DI_Gender_Race,0.803126481436517,PT,2
BERT,0,0,0.9416641989931892,0.9437294257925746,FALSE,Hatespeech,Hatespeech,FALSE,FV_Gender,0.0414301918845843,PT,1
BERT,0,0,0.9416641989931892,0.9437294257925746,FALSE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender,0.128562878562879,PT,2
BERT,0,0,0.9416641989931892,0.9437294257925746,FALSE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender_Race,0.166252009089283,PT,3
BERT,0,0,0.9416641989931892,0.9437294257925746,FALSE,Hatespeech,Hatespeech,FALSE,FV_Gender_Race,0.0968083251547818,PT,2
BERT,0,0,0.9416641989931892,0.9437294257925746,TRUE,Hatespeech,Hatespeech,FALSE,DI_Gender,0.98949322155652,PT,1
BERT,0,0,0.9416641989931892,0.9437294257925746,TRUE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender,0.981959188714229,PT,2
BERT,0,0,0.9416641989931892,0.9437294257925746,TRUE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender_Race,0.972970008944881,PT,3
BERT,0,0,0.9416641989931892,0.9437294257925746,TRUE,Hatespeech,Hatespeech,FALSE,DI_Gender_Race,0.981542512669339,PT,2
BERT,0,0,0.9416641989931892,0.9437294257925746,TRUE,Hatespeech,Hatespeech,FALSE,FV_Gender,0.0414301918845843,PT,1
BERT,0,0,0.9416641989931892,0.9437294257925746,TRUE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender,0.128562878562879,PT,2
BERT,0,0,0.9416641989931892,0.9437294257925746,TRUE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender_Race,0.166252009089283,PT,3
BERT,0,0,0.9416641989931892,0.9437294257925746,TRUE,Hatespeech,Hatespeech,FALSE,FV_Gender_Race,0.0968083251547818,PT,2
BERT,0,0,0.9404104183109708,0.9445254488917983,FALSE,Hatespeech,Hatespeech,FALSE,DI_Gender,0.915069959581179,PTD,1
BERT,0,0,0.9404104183109708,0.9445254488917983,FALSE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender,0.762821600492691,PTD,2
BERT,0,0,0.9404104183109708,0.9445254488917983,FALSE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender_Race,0.697193395385329,PTD,3
BERT,0,0,0.9404104183109708,0.9445254488917983,FALSE,Hatespeech,Hatespeech,FALSE,DI_Gender_Race,0.805,PTD,2
BERT,0,0,0.9404104183109708,0.9445254488917983,FALSE,Hatespeech,Hatespeech,FALSE,FV_Gender,0.037460474518704,PTD,1
BERT,0,0,0.9404104183109708,0.9445254488917983,FALSE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender,0.128674066174066,PTD,2
BERT,0,0,0.9404104183109708,0.9445254488917983,FALSE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender_Race,0.166994509831784,PTD,3
BERT,0,0,0.9404104183109708,0.9445254488917983,FALSE,Hatespeech,Hatespeech,FALSE,FV_Gender_Race,0.0914265914265915,PTD,2
BERT,0,0,0.9404104183109708,0.9445254488917983,TRUE,Hatespeech,Hatespeech,FALSE,DI_Gender,0.999029395983443,PTD,1
BERT,0,0,0.9404104183109708,0.9445254488917983,TRUE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender,0.980091248444629,PTD,2
BERT,0,0,0.9404104183109708,0.9445254488917983,TRUE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender_Race,0.965129224990014,PTD,3
BERT,0,0,0.9404104183109708,0.9445254488917983,TRUE,Hatespeech,Hatespeech,FALSE,DI_Gender_Race,0.983832236842105,PTD,2
BERT,0,0,0.9404104183109708,0.9445254488917983,TRUE,Hatespeech,Hatespeech,FALSE,FV_Gender,0.037460474518704,PTD,1
BERT,0,0,0.9404104183109708,0.9445254488917983,TRUE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender,0.128674066174066,PTD,2
BERT,0,0,0.9404104183109708,0.9445254488917983,TRUE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender_Race,0.166994509831784,PTD,3
BERT,0,0,0.9404104183109708,0.9445254488917983,TRUE,Hatespeech,Hatespeech,FALSE,FV_Gender_Race,0.0914265914265915,PTD,2
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,FALSE,Hatespeech,Hatespeech,FALSE,DI_Gender,0.911323604606034,PTD,1
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,FALSE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender,0.761411959097144,PTD,2
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,FALSE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender_Race,0.695886045838369,PTD,3
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,FALSE,Hatespeech,Hatespeech,FALSE,DI_Gender_Race,0.803854063696583,PTD,2
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,FALSE,Hatespeech,Hatespeech,FALSE,FV_Gender,0.0396387432738829,PTD,1
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,FALSE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender,0.133796196296196,PTD,2
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,FALSE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender_Race,0.173122877573504,PTD,3
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,FALSE,Hatespeech,Hatespeech,FALSE,FV_Gender_Race,0.0942123658659092,PTD,2
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,TRUE,Hatespeech,Hatespeech,FALSE,DI_Gender,0.994939305702617,PTD,1
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,TRUE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender,0.978280107813151,PTD,2
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,TRUE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender_Race,0.963319452746904,PTD,3
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,TRUE,Hatespeech,Hatespeech,FALSE,DI_Gender_Race,0.98243172867233,PTD,2
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,TRUE,Hatespeech,Hatespeech,FALSE,FV_Gender,0.0396387432738829,PTD,1
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,TRUE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender,0.133796196296196,PTD,2
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,TRUE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender_Race,0.173122877573504,PTD,3
RoBERTa,0,0,0.9456649666535896,0.9502224001683344,TRUE,Hatespeech,Hatespeech,FALSE,FV_Gender_Race,0.0942123658659092,PTD,2
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,FALSE,Hatespeech,Hatespeech,FALSE,DI_Gender,0.911560336551189,PT,1
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,FALSE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender,0.763375216583773,PT,2
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,FALSE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender_Race,0.696501924507553,PT,3
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,FALSE,Hatespeech,Hatespeech,FALSE,DI_Gender_Race,0.808444539966003,PT,2
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,FALSE,Hatespeech,Hatespeech,FALSE,FV_Gender,0.0395595698524006,PT,1
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,FALSE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender,0.132496257496258,PT,2
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,FALSE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender_Race,0.172326057583359,PT,3
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,FALSE,Hatespeech,Hatespeech,FALSE,FV_Gender_Race,0.0930565851825695,PT,2
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,TRUE,Hatespeech,Hatespeech,FALSE,DI_Gender,0.995197758261027,PT,1
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,TRUE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender,0.980802547502648,PT,2
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,TRUE,Hatespeech,Hatespeech,FALSE,DI_Age_Gender_Race,0.964172017482329,PT,3
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,TRUE,Hatespeech,Hatespeech,FALSE,DI_Gender_Race,0.988041987723651,PT,2
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,TRUE,Hatespeech,Hatespeech,FALSE,FV_Gender,0.0395595698524006,PT,1
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,TRUE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender,0.132496257496258,PT,2
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,TRUE,Hatespeech,Hatespeech,FALSE,FV_Age_Gender_Race,0.172326057583359,PT,3
RoBERTa,0,0,0.9462745098039216,0.9498538763677172,TRUE,Hatespeech,Hatespeech,FALSE,FV_Gender_Race,0.0930565851825695,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Gender,1.16875279158667,PT,1
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender,1.40554549464837,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Race,1.35373558738149,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Race_Education,0.917734390888753,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Race_Income,1.11769970910718,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Education,1.18526121956378,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Education_Income,1.06897554129912,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Income,1.17659395973154,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Gender_Race,1.06753311034783,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Gender_Race_Education,0.892967961519466,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Gender_Race_Education_Income,0.801929907648591,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Gender_Race_Income,0.891790916336349,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Gender_Education,1.0110918282653,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Gender_Education_Income,0.927073586355372,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Gender_Income,0.978572943804732,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Race_Education_Income,0.747817154596816,PT,5
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Gender,0.0145878958415919,PT,1
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Age_Gender,0.0618886412671216,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Age_Gender_Race,0.0571020310958392,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Age_Gender_Race_Education,0.0346136378633729,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Age_Gender_Race_Income,0.0498023463740509,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Age_Gender_Education,0.0406419983925391,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Age_Gender_Education_Income,0.040094184399992,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Age_Gender_Income,0.0526346842842781,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Gender_Race,0.00452322796820403,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Gender_Race_Education,0.0338761884468256,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Gender_Race_Education_Income,0.0335792337453042,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Gender_Race_Income,0.0132131935281828,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Gender_Education,0.00085409146207693,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Gender_Education_Income,0.00456377979749705,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Gender_Income,0.00101584833198636,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,FALSE,FIPI,Agreeable,FALSE,FV_Age_Gender_Race_Education_Income,0.0523590593171324,PT,5
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Gender,1.04395500519898,PT,1
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Age_Gender,1.06613660692704,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Age_Gender_Race,1.19324540367706,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Age_Gender_Race_Education,0.893117926250457,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Age_Gender_Race_Income,1.10314146341463,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Age_Gender_Education,0.947947653925956,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Age_Gender_Education_Income,0.939442781487451,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Age_Gender_Income,0.996932515337424,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Gender_Race,1.04976964958816,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Gender_Race_Education,0.923608626515603,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Gender_Race_Education_Income,0.858103942458493,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Gender_Race_Income,0.930763574441735,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Gender_Education,0.959119818401194,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Gender_Education_Income,0.940242148165907,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Gender_Income,0.95104273327769,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,DI_Age_Gender_Race_Education_Income,0.779063360881543,PT,5
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Gender,0.0145878958415919,PT,1
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Age_Gender,0.0618886412671216,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Age_Gender_Race,0.0571020310958392,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Age_Gender_Race_Education,0.0346136378633729,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Age_Gender_Race_Income,0.0498023463740509,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Age_Gender_Education,0.0406419983925391,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Age_Gender_Education_Income,0.040094184399992,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Age_Gender_Income,0.0526346842842781,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Gender_Race,0.00452322796820403,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Gender_Race_Education,0.0338761884468256,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Gender_Race_Education_Income,0.0335792337453042,PT,4
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Gender_Race_Income,0.0132131935281828,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Gender_Education,0.00085409146207693,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Gender_Education_Income,0.00456377979749705,PT,3
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Gender_Income,0.00101584833198636,PT,2
BERT,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,TRUE,FIPI,Agreeable,FALSE,FV_Age_Gender_Race_Education_Income,0.0523590593171324,PT,5
BERT,0.03006771736042813,0.1347099996863344,0.33328283593394936,0.562421753387631,FALSE,FIPI,Agreeable,FALSE,DI_Gender,1.22663977720158,PTD,1
BERT,0.03006771736042813,0.1347099996863344,0.33328283593394936,0.562421753387631,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender,1.51492729664391,PTD,2
BERT,0.03006771736042813,0.1347099996863344,0.33328283593394936,0.562421753387631,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Race,1.59264331833301,PTD,3
BERT,0.03006771736042813,0.1347099996863344,0.33328283593394936,0.562421753387631,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Race_Education,0.809630339831682,PTD,4
BERT,0.03006771736042813,0.1347099996863344,0.33328283593394936,0.562421753387631,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Race_Income,1.19630942452043,PTD,4
BERT,0.03006771736042813,0.1347099996863344,0.33328283593394936,0.562421753387631,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Education,1.08354930272738,PTD,3
BERT,0.03006771736042813,0.1347099996863344,0.33328283593394936,0.562421753387631,FALSE,FIPI,Agreeable,FALSE,DI_Age_Gender_Education_Income,0.924403183023873,PTD,4
